ID,Gender,Type,WFH,Designation,Resource,Fatigue,Burn,Days
fffe33003000360034003500,Male,Service,No,4,8,9.1,0.78,113
fffe360039003800,Male,Service,No,2,NA,8.4,0.69,199
fffe31003300370035003200,Female,Product,Yes,3,6,5.8,0.34,146
fffe32003900390037003200,Female,Service,No,4,8,8.1,0.68,62
fffe31003000300034003600,Female,Service,No,1,2,4.2,0.25,153
fffe31003900380037003500,Male,Service,Yes,2,4,6.2,0.43,182
fffe31003900300035003700,Male,Service,Yes,3,6,4.8,0.43,9
fffe320035003700,Male,Product,Yes,1,NA,2.5,0.13,123
fffe32003600370034003300,Male,Service,No,2,5,5.3,0.41,212
fffe3700310037003700,Female,Service,No,1,NA,6.1,0.37,127
fffe31003500360037003200,Female,Product,Yes,3,NA,4.2,0.31,86
fffe3800330033003900,Female,Service,Yes,1,2,NA,0.24,96
fffe32003300320031003700,Male,Product,Yes,1,2,5.5,0.32,168
fffe31003600300031003600,Female,Service,Yes,2,4,5,0.38,50
fffe31003600370031003900,Male,Product,Yes,3,5,5.8,0.39,179
fffe3400360034003500,Female,Service,No,3,5,5,0.39,239
fffe3800380037003900,Male,Service,No,3,6,8.7,0.77,97
fffe33003400320031003200,Female,Service,Yes,1,3,3.7,0.32,53
fffe32003000330036003900,Female,Service,Yes,3,6,5.6,0.48,266
fffe32003400340035003200,Female,Service,No,5,9,8.7,0.94,294
fffe33003400390035003000,Female,Service,Yes,3,7,9.2,0.78,44
fffe31003500330037003200,Male,Service,Yes,4,8,8.8,0.74,213
fffe32003900370038003200,Male,Product,No,3,5,5.9,0.55,41
fffe3200370039003900,Male,Service,No,4,8,7.1,0.72,5
fffe32003700320036003900,Female,Service,No,3,6,5.5,0.52,339
fffe32003400320036003500,Male,Product,No,2,4,5.3,0.31,115
fffe3700310039003200,Male,Service,No,3,5,7.4,0.54,88
fffe31003300370038003900,Male,Service,Yes,3,6,7.2,0.51,82
fffe3600380036003200,Male,Product,No,2,4,NA,0.58,153
fffe31003800310038003800,Male,Service,Yes,2,NA,3.8,0.23,250
fffe32003200360038003900,Female,Service,Yes,3,4,NA,0.5,205
fffe32003500390038003700,Male,Service,No,3,9,9.1,0.94,207
fffe3500300030003800,Female,Service,No,1,2,3.9,0.21,340
fffe3500310030003200,Female,Product,Yes,2,5,6.4,0.53,259
fffe360036003700,Female,Service,No,3,5,6.2,0.45,217
fffe3100310032003800,Male,Service,Yes,1,2,4.7,0.3,308
fffe31003700300032003500,Male,Service,No,3,6,7.4,0.6,215
fffe31003400300031003100,Female,Product,No,2,NA,7,0.63,31
fffe31003900390039003200,Male,Product,Yes,2,NA,2.7,0.17,220
fffe32003800360030003200,Female,Service,Yes,3,5,5.6,0.43,0
fffe31003900310030003800,Female,Product,Yes,2,2,3.9,0.25,118
fffe3700310037003500,Female,Product,Yes,1,1,NA,0.11,302
fffe3500380033003000,Female,Product,Yes,1,2,4.7,0.26,338
fffe32003500310033003100,Male,Service,Yes,3,5,3.7,0.3,170
fffe3500360032003100,Male,Service,Yes,2,3,4.3,0.29,337
fffe32003100310036003900,Male,Service,Yes,1,NA,5.8,0.38,50
fffe32003400320039003600,Male,Service,Yes,3,7,7,0.7,307
fffe3100350038003400,Female,Service,Yes,2,5,4.7,0.36,158
fffe3500350034003900,Male,Product,Yes,3,5,4.8,0.43,304
fffe3700370032003600,Female,Service,Yes,2,5,7,0.49,18
fffe31003400380036003100,Male,Service,Yes,1,3,7.1,0.51,146
fffe32003400380032003500,Female,Service,No,0,2,3.2,0.15,111
fffe32003600390039003800,Male,Product,No,4,6,7.7,0.59,37
fffe31003600390038003300,Female,Service,No,2,6,7.4,0.67,10
fffe3100310034003200,Female,Service,Yes,3,5,3.7,0.31,232
fffe3300390034003800,Female,Product,Yes,2,4,NA,0.11,127
fffe3200390033003800,Female,Service,Yes,2,4,5.8,0.38,98
fffe3300320036003900,Female,Product,Yes,3,8,7.3,0.73,108
fffe31003900360037003200,Male,Service,Yes,3,6,4.9,0.33,138
fffe370030003300,Female,Product,No,3,5,6.4,0.57,161
fffe32003800310032003400,Female,Service,Yes,1,2,5,0.28,295
fffe31003000390038003900,Female,Service,No,2,3,6.2,0.47,267
fffe31003800380036003400,Female,Product,Yes,3,NA,NA,0.63,242
fffe33003200320037003300,Female,Service,Yes,0,2,4,0.34,149
fffe31003000300038003800,Male,Service,No,4,8,8.6,0.79,45
fffe31003700360030003600,Female,Service,Yes,2,5,5.4,0.48,24
fffe310031003600,Female,Service,Yes,2,4,5.2,0.43,154
fffe31003100340030003500,Male,Service,No,3,NA,6.9,0.58,315
fffe32003500390036003400,Male,Service,Yes,1,2,6.8,0.49,207
fffe31003300390033003300,Female,Product,No,3,5,NA,0.31,54
fffe32003200360031003100,Male,Product,No,2,5,6.3,0.54,284
fffe33003400340030003200,Male,Service,Yes,4,6,7.4,0.54,347
fffe3600330034003300,Female,Service,Yes,1,1,0.1,0.03,57
fffe3100340033003400,Male,Service,No,3,4,5.2,0.43,346
fffe32003500380031003800,Female,Product,Yes,4,8,5.5,0.51,347
fffe31003700370034003800,Female,Product,Yes,2,4,5.9,0.4,303
fffe32003800390031003600,Female,Product,No,1,4,7.2,0.54,183
fffe31003500350032003900,Female,Product,Yes,3,4,6,0.47,322
fffe31003200370031003000,Male,Product,Yes,1,2,1.4,0.06,64
fffe31003000310030003000,Female,Service,Yes,2,4,3,0.22,331
fffe32003800310037003400,Male,Service,Yes,2,5,6.4,0.5,316
fffe3500340038003600,Female,Service,Yes,2,3,4.2,0.22,72
fffe3500340034003300,Male,Service,No,2,NA,7.8,0.59,56
fffe31003700340031003900,Female,Product,No,2,NA,7.1,0.58,177
fffe3300390038003200,Female,Product,Yes,2,3,4.9,0.45,260
fffe31003200330035003100,Male,Service,No,4,7,7.8,0.71,198
fffe33003300380035003700,Male,Product,No,3,7,6.2,0.59,304
fffe31003300360034003400,Female,Product,No,3,6,8.2,0.63,178
fffe33003200340035003400,Female,Service,No,4,8,7.8,0.79,232
fffe3600330030003400,Male,Product,Yes,0,1,3.1,0.24,365
fffe32003600300039003800,Female,Product,Yes,3,7,6.2,0.56,297
fffe3400390032003800,Female,Service,Yes,2,3,3.6,0.3,64
fffe33003100330030003900,Female,Product,No,2,5,5.6,0.37,284
fffe33003000380033003300,Female,Service,No,3,5,7.6,0.61,338
fffe33003000390033003500,Male,Service,Yes,4,8,5.7,0.53,222
fffe3500340038003100,Male,Product,No,3,NA,6.5,0.57,234
fffe3800300039003000,Female,Service,No,1,3,4.1,0.28,82
fffe31003700300036003500,Male,Product,Yes,1,3,6.1,0.38,181
fffe3100310031003600,Female,Product,No,2,5,4.8,0.41,272
fffe3800380034003600,Female,Service,Yes,3,5,NA,0.47,328
fffe33003400300038003200,Male,Service,Yes,4,8,7.4,0.67,29
fffe32003400360031003100,Female,Service,Yes,3,6,6,0.53,184
fffe32003500380030003400,Female,Product,Yes,1,4,5.5,0.36,298
fffe31003300360038003900,Female,Service,No,2,3,5.6,0.44,180
fffe33003000380036003300,Male,Service,Yes,0,1,4.8,0.27,122
fffe3200380032003500,Male,Service,No,2,4,6.3,0.43,204
fffe31003100310030003500,Female,Service,No,3,6,6.8,0.51,94
fffe32003300330038003800,Male,Service,No,3,6,6.9,0.64,118
fffe32003700340037003800,Female,Service,Yes,2,4,5.1,0.3,147
fffe3200330034003400,Male,Service,Yes,1,2,3.9,0.18,203
fffe3700360036003600,Female,Product,Yes,2,2,4.5,0.21,200
fffe31003100320032003500,Male,Service,No,2,4,7.8,0.6,45
fffe3400320035003500,Female,Service,No,0,2,3.8,0.28,48
fffe3600350037003500,Female,Service,No,1,5,NA,0.52,134
fffe31003700300038003100,Male,Product,Yes,1,4,NA,0.31,154
fffe32003700340031003600,Female,Product,Yes,1,2,4.2,0.29,134
fffe3900300030003800,Male,Service,Yes,3,5,5.9,0.43,321
fffe3600380030003900,Male,Service,Yes,3,6,6.8,0.54,144
fffe3700340034003900,Male,Service,Yes,2,4,5.3,0.48,85
fffe3700350033003700,Male,Service,No,2,4,NA,0.4,161
fffe3600320033003500,Male,Product,Yes,1,NA,NA,0.37,100
fffe32003600350037003400,Female,Service,No,4,9,8,0.76,0
fffe32003600310038003000,Female,Service,Yes,1,2,6.5,0.43,58
fffe32003600310034003400,Male,Service,No,1,4,6.2,0.4,275
fffe32003800380037003800,Female,Product,No,0,1,2.2,0.13,147
fffe31003500360030003700,Female,Service,Yes,2,3,3.4,0.19,81
fffe31003200350035003900,Female,Product,Yes,3,5,NA,0.45,52
fffe32003100360039003600,Male,Service,Yes,2,NA,6.4,0.48,108
fffe3200340034003200,Female,Service,No,3,7,7.5,0.62,205
fffe32003600380037003100,Male,Product,Yes,2,4,5.9,0.37,288
fffe31003200350031003200,Female,Service,Yes,2,2,NA,0.24,10
fffe3500370038003900,Female,Service,No,2,5,NA,0.69,37
fffe31003700390037003700,Female,Product,Yes,2,4,5.9,0.38,185
fffe32003400370037003900,Male,Service,No,1,3,7.4,0.52,321
fffe3900370031003100,Female,Service,Yes,0,NA,1.7,0.03,267
fffe31003500380035003700,Male,Product,No,5,9,9.8,0.84,112
fffe31003700380031003400,Female,Service,Yes,2,2,3.4,0.29,239
fffe31003400310031003300,Male,Product,Yes,1,2,5.7,0.36,250
fffe33003100300032003200,Male,Service,No,3,8,8.7,0.88,253
fffe33003000340039003300,Female,Service,No,2,5,7.5,0.61,326
fffe3700330030003600,Male,Service,Yes,3,6,8,0.69,53
fffe31003800390033003800,Female,Product,Yes,1,2,4,0.2,142
fffe32003300320030003400,Male,Service,Yes,1,3,4.6,0.26,107
fffe31003700350035003700,Male,Product,Yes,2,NA,6.5,0.49,38
fffe3500330037003600,Male,Product,Yes,1,4,4.4,0.38,25
fffe3200340034003600,Male,Service,Yes,3,6,6.8,0.51,321
fffe33003300330035003900,Female,Service,No,3,6,5.9,0.56,221
fffe31003900380035003200,Male,Service,No,3,6,6.7,0.55,275
fffe33003200350032003700,Female,Service,Yes,2,5,5.7,0.42,13
fffe3300350036003000,Male,Service,Yes,1,3,NA,0.44,280
fffe32003600360037003000,Male,Service,Yes,3,5,7.1,0.49,145
fffe32003600320038003000,Male,Product,Yes,0,1,2.7,0.08,65
fffe33003100390034003200,Female,Product,No,3,4,5.6,0.39,351
fffe31003300370034003800,Male,Service,No,2,5,NA,0.61,318
fffe33003000340037003100,Male,Service,Yes,1,2,4.9,0.35,310
fffe31003700300035003300,Female,Product,Yes,1,4,4.8,0.39,84
fffe3300380037003300,Male,Service,No,2,6,6.3,0.51,133
fffe32003900380037003000,Female,Service,Yes,3,7,7.2,0.54,293
fffe3100340039003900,Female,Service,No,3,6,5.9,0.54,139
fffe33003000340033003000,Female,Service,No,1,3,6,0.47,317
fffe32003700380035003200,Female,Service,Yes,2,5,5.2,0.45,130
fffe33003000380038003400,Male,Product,Yes,3,5,5.5,0.47,85
fffe32003200350034003000,Female,Service,No,2,NA,4.4,0.33,131
fffe31003300340031003900,Female,Product,No,3,7,7.4,0.54,308
fffe3600310034003200,Male,Service,Yes,3,7,9.1,0.81,160
fffe32003400380036003200,Male,Product,No,1,4,5,0.45,17
fffe32003400350037003500,Female,Service,Yes,2,4,4.4,0.37,135
fffe31003100330032003600,Female,Service,Yes,1,2,4.1,0.28,233
fffe3100330030003200,Male,Service,Yes,1,3,NA,0.25,107
fffe3300310031003600,Female,Service,No,4,7,NA,0.66,202
fffe33003000310036003800,Female,Service,Yes,2,3,3.8,0.33,196
fffe31003400310032003500,Male,Product,Yes,0,1,0,0,171
fffe3700380038003000,Female,Product,Yes,3,6,8,0.7,157
fffe31003300380035003400,Male,Service,Yes,1,1,1.6,0.06,99
fffe3300340032003900,Male,Product,No,4,7,7.7,0.67,362
fffe32003400320038003900,Male,Product,Yes,2,2,4,0.29,68
fffe32003100320039003400,Male,Service,No,5,9,9.7,0.84,114
fffe31003000310030003800,Male,Service,Yes,1,NA,0,0,122
fffe31003200300037003400,Male,Service,Yes,2,3,NA,0.14,51
fffe32003200340038003500,Male,Service,Yes,2,4,3.8,0.3,278
fffe31003100370030003900,Male,Product,No,3,6,6.2,0.56,165
fffe31003800350033003600,Male,Service,Yes,0,1,3.7,0.23,23
fffe3100360039003900,Male,Product,Yes,5,10,NA,0.87,149
fffe3500320030003800,Female,Service,Yes,2,4,6.7,0.47,183
fffe3700320030003600,Female,Service,Yes,1,3,3.7,0.21,177
fffe3700330032003200,Male,Service,No,2,4,6.3,0.43,184
fffe3300350034003500,Male,Service,No,1,1,3.7,0.23,93
fffe31003400310031003700,Female,Service,No,3,6,NA,0.51,84
fffe32003800310030003500,Male,Product,No,0,1,5.2,0.29,145
fffe3500350033003600,Female,Service,Yes,1,3,5,0.29,202
fffe32003700360036003100,Male,Service,Yes,1,3,3.7,0.24,337
fffe3600320037003100,Female,Service,Yes,4,9,7.8,0.73,24
fffe3700340035003200,Female,Product,No,2,4,5.6,0.44,268
fffe3700380038003800,Male,Product,Yes,1,4,5.9,0.48,307
fffe3400380035003500,Female,Service,No,3,6,8.9,0.76,28
fffe32003700380039003800,Female,Service,No,2,2,2.6,0.08,204
fffe33003400340035003400,Female,Product,Yes,0,1,1.5,0.12,43
fffe3300360030003100,Female,Service,Yes,3,5,4.4,0.36,74
fffe3400350032003800,Male,Product,No,3,6,NA,0.46,273
fffe3400330034003700,Female,Service,No,1,2,0,0,20
fffe3400310038003800,Female,Service,No,3,6,8.4,0.82,360
fffe3400380038003800,Male,Product,Yes,2,3,4.1,0.26,38
fffe32003700380037003100,Female,Service,No,2,3,5.1,0.27,12
fffe31003200320031003900,Male,Service,Yes,2,2,4.4,0.21,185
fffe32003200370031003000,Female,Product,No,1,3,NA,0.37,58
fffe32003200300038003200,Female,Product,Yes,1,3,NA,0.16,324
fffe33003400310035003000,Male,Service,No,2,2,3.3,0.26,79
fffe33003300310032003500,Male,Service,No,1,2,5,0.39,11
fffe32003100320032003700,Female,Service,Yes,2,4,4.2,0.37,309
fffe32003300390036003200,Male,Service,Yes,2,3,3.5,0.25,155
fffe31003400340037003700,Female,Product,Yes,3,6,6.4,0.41,161
fffe3100370037003800,Female,Service,Yes,4,9,7.5,0.75,361
fffe32003700340032003900,Female,Service,No,3,6,6,0.57,165
fffe32003600390030003200,Female,Service,No,1,4,5.3,0.43,44
fffe31003300370033003300,Female,Service,Yes,3,5,7,0.48,292
fffe32003400340033003500,Female,Service,No,1,4,4.7,0.42,274
fffe32003900300034003300,Female,Product,Yes,0,2,4.4,0.29,217
fffe3500350032003700,Male,Service,Yes,1,2,1.6,0.02,72
fffe380033003400,Female,Product,Yes,3,4,NA,0.38,14
fffe32003900390032003300,Female,Service,No,1,2,4.1,0.27,315
fffe3500340037003200,Male,Service,No,3,NA,NA,0.39,183
fffe3800350038003200,Female,Product,Yes,0,1,3.1,0.17,335
fffe31003900330038003400,Female,Service,Yes,4,8,7.3,0.73,56
fffe32003800330034003800,Male,Service,Yes,2,4,3.7,0.3,352
fffe32003900390038003400,Female,Product,Yes,2,5,5.6,0.43,200
fffe32003100300033003900,Female,Product,Yes,2,4,NA,0.42,171
fffe33003400350031003200,Female,Service,No,2,5,7.2,0.63,208
fffe33003400350031003600,Male,Service,Yes,2,3,5.3,0.39,182
fffe31003200320038003000,Male,Service,Yes,2,4,7.1,0.49,173
fffe32003400340032003200,Female,Service,No,3,5,6.4,0.46,181
fffe31003300340034003800,Male,Service,No,4,6,7,0.67,270
fffe32003000340031003900,Male,Service,Yes,2,4,6.6,0.47,43
fffe3700320035003400,Female,Service,No,3,6,7.1,0.62,206
fffe32003500380037003800,Male,Service,Yes,1,2,2.1,0.11,98
fffe31003000350032003900,Female,Service,Yes,2,NA,5.3,0.38,72
fffe31003700330032003200,Female,Service,Yes,2,5,NA,0.43,277
fffe33003300330039003000,Female,Product,Yes,2,4,3.9,0.25,204
fffe33003200350031003700,Male,Service,Yes,1,2,4,0.29,190
fffe31003700360032003000,Male,Service,No,2,5,4.8,0.31,157
fffe32003800310031003200,Female,Product,No,2,4,6.6,0.57,77
fffe32003900320038003300,Female,Product,No,2,5,8.6,0.68,136
fffe3700340035003800,Female,Service,Yes,1,3,6.1,0.5,313
fffe3400320030003400,Female,Service,Yes,1,3,5.4,0.36,333
fffe3600320033003400,Male,Service,Yes,3,5,NA,0.44,305
fffe31003200300032003400,Male,Product,Yes,1,1,2.2,0.18,238
fffe31003400360036003800,Female,Service,Yes,2,4,6.9,0.57,135
fffe3500390035003400,Female,Service,Yes,3,6,6.9,0.6,205
fffe3900300038003700,Female,Product,Yes,3,5,7.1,0.49,95
fffe31003800390035003800,Male,Product,Yes,2,5,7.1,0.53,7
fffe360039003100,Male,Service,No,1,NA,4.6,0.34,62
fffe31003700320032003400,Male,Service,No,4,7,5.8,0.55,260
fffe32003600310033003500,Female,Service,No,2,3,6.2,0.48,282
fffe33003100320037003200,Male,Service,No,2,4,5.6,0.32,85
fffe33003300350037003100,Female,Service,No,3,6,7.5,0.62,23
fffe31003000350036003700,Female,Service,No,2,3,3.5,0.23,273
fffe3400310032003600,Male,Service,Yes,3,5,5.5,0.42,73
fffe3600300032003200,Male,Service,Yes,3,6,6.2,0.53,125
fffe3700340039003200,Female,Service,No,1,3,NA,0.43,344
fffe32003300330032003600,Male,Product,Yes,4,8,7.9,0.82,121
fffe32003000320032003100,Male,Service,No,3,5,5.6,0.41,160
fffe33003100350037003300,Female,Service,No,5,9,8.3,0.89,116
fffe31003500330037003500,Female,Service,Yes,4,9,7.1,0.72,69
fffe32003300390034003100,Male,Product,Yes,1,2,5.8,0.42,258
fffe33003000380038003900,Female,Service,Yes,2,3,3.5,0.26,74
fffe33003400350034003300,Male,Product,Yes,1,1,4.9,0.27,287
fffe33003400370038003000,Female,Product,Yes,2,4,2.5,0.19,237
fffe32003100370033003400,Male,Product,Yes,2,NA,4.6,0.35,76
fffe3200350034003400,Female,Product,Yes,2,4,5.5,0.31,292
fffe31003500320035003800,Female,Product,No,2,5,5.4,0.35,360
fffe32003200310035003100,Female,Product,No,2,4,5.1,0.39,237
fffe32003000390033003400,Female,Product,Yes,2,4,NA,0.43,290
fffe31003300370038003600,Female,Service,No,2,3,6.7,0.47,123
fffe33003300380030003400,Female,Service,No,2,4,8.6,0.69,236
fffe3300350035003600,Male,Service,No,3,7,8.4,0.76,149
fffe31003200320030003300,Female,Service,Yes,2,3,NA,0.24,312
fffe3600300034003000,Female,Service,No,2,3,5.3,0.39,195
fffe32003700330037003200,Male,Product,No,0,1,3.6,0.16,196
fffe32003600390032003300,Male,Product,No,4,6,8.3,0.62,38
fffe32003200390031003700,Male,Service,No,3,6,6.7,0.53,273
fffe31003600310032003600,Female,Service,Yes,1,1,0.5,0,145
fffe3900320039003900,Male,Service,Yes,1,2,3.7,0.17,68
fffe3500370035003200,Female,Product,No,2,4,5,0.29,124
fffe3500310037003300,Male,Product,No,4,8,8,0.7,316
fffe31003100360035003900,Male,Service,No,2,3,5.9,0.5,280
fffe31003000300033003300,Male,Service,Yes,3,6,4.4,0.4,88
fffe31003600350033003200,Male,Product,Yes,3,5,7.8,0.59,357
fffe3300380035003300,Female,Service,No,3,6,6.8,0.5,357
fffe32003900370032003600,Female,Service,Yes,0,2,3.5,0.29,230
fffe31003000330039003900,Female,Service,Yes,1,NA,4.9,0.4,345
fffe32003000390030003600,Female,Product,No,3,7,8.5,0.76,274
fffe33003300350031003500,Male,Service,Yes,3,5,7.2,0.61,179
fffe31003800310038003300,Female,Product,No,2,5,5.1,0.4,364
fffe32003500370038003300,Female,Product,Yes,1,4,6.6,0.5,217
fffe32003200300037003700,Male,Product,Yes,4,7,8.1,0.69,36
fffe33003300330037003200,Male,Service,No,4,8,7.7,0.63,215
fffe31003500390038003200,Female,Service,Yes,2,4,5.2,0.33,296
fffe32003600310033003800,Female,Service,No,2,3,5.1,0.46,233
fffe3100300030003400,Female,Service,Yes,1,3,6.2,0.5,339
fffe3200360035003200,Male,Service,No,2,5,6.8,0.68,339
fffe32003300390031003000,Female,Product,Yes,3,5,4.4,0.37,215
fffe32003900310033003000,Female,Product,No,1,3,4.8,0.38,301
fffe32003600340031003000,Male,Service,No,3,7,5.8,0.56,76
fffe31003500360038003700,Female,Product,Yes,0,1,3.9,0.25,118
fffe33003000350039003000,Female,Service,Yes,2,5,8,0.65,226
fffe33003300330030003800,Male,Service,Yes,1,2,5.3,0.38,29
fffe32003200380039003600,Female,Service,Yes,2,4,5,0.31,72
fffe3500330038003400,Male,Service,No,4,7,8,0.64,231
fffe31003000320030003600,Male,Service,No,2,5,7.4,0.65,225
fffe3700360034003900,Female,Product,Yes,2,2,3.5,0.29,247
fffe32003700340039003400,Male,Service,Yes,1,4,5.5,0.35,343
fffe32003800360034003200,Male,Service,No,2,6,6.3,0.52,48
fffe32003800340038003600,Male,Service,No,4,7,7.6,0.57,21
fffe31003300350033003400,Female,Service,No,4,6,7.3,0.62,40
fffe32003900330038003500,Female,Product,No,3,7,5.9,0.57,297
fffe31003900300031003300,Male,Service,Yes,3,4,6.6,0.48,179
fffe3600300036003900,Female,Service,Yes,4,8,6.7,0.66,340
fffe31003700370032003200,Male,Product,Yes,3,NA,NA,0.54,166
fffe3600380039003700,Male,Service,Yes,2,3,5.4,0.43,250
fffe33003000360034003200,Male,Service,No,3,7,6.5,0.61,263
fffe32003600320037003000,Female,Service,No,1,3,4.5,0.36,253
fffe31003900310033003600,Female,Service,Yes,0,1,2.8,0.23,173
fffe31003700370039003700,Male,Service,Yes,4,7,NA,0.65,191
fffe31003300360034003600,Male,Service,Yes,1,4,5,0.39,119
fffe33003000380039003200,Male,Product,No,2,6,6.3,0.56,353
fffe32003000340036003500,Male,Service,No,1,2,6,0.36,140
fffe3200310032003000,Male,Service,Yes,2,6,7.1,0.55,36
fffe31003700340034003400,Male,Service,Yes,2,4,NA,0.4,28
fffe33003300340037003300,Female,Product,Yes,2,3,4.5,0.28,316
fffe31003100360036003000,Female,Service,No,2,5,NA,0.67,251
fffe31003300380038003600,Female,Product,No,2,4,6.3,0.45,240
fffe31003700380034003000,Male,Service,Yes,4,NA,7.1,0.72,203
fffe32003400350030003400,Female,Service,Yes,2,5,6.7,0.51,347
fffe3300340034003800,Male,Product,Yes,3,7,6.5,0.56,76
fffe31003900320037003300,Male,Service,Yes,4,NA,7.6,0.6,177
fffe32003600380032003000,Male,Service,Yes,4,9,8.9,0.82,59
fffe3900390031003300,Female,Product,Yes,1,1,0,0,364
fffe31003400310032003000,Female,Product,Yes,1,2,4.4,0.26,345
fffe31003100310033003800,Female,Service,No,2,4,6.7,0.43,141
fffe3600340033003500,Female,Service,No,5,10,7.5,0.74,48
fffe32003200340032003400,Male,Service,No,4,8,7.9,0.77,356
fffe32003500390039003100,Female,Service,No,2,4,5.4,0.43,345
fffe31003600340031003700,Male,Service,No,4,9,8.4,0.89,103
fffe31003800340032003000,Male,Service,Yes,2,5,8.5,0.72,74
fffe31003800320038003100,Female,Service,No,2,4,7.3,0.67,293
fffe32003200360038003400,Male,Service,No,4,7,NA,0.67,101
fffe3400380031003100,Female,Service,No,2,NA,4.7,0.33,99
fffe32003000380036003500,Male,Product,Yes,2,4,4.2,0.29,322
fffe32003200370038003800,Female,Product,No,1,3,5.5,0.32,33
fffe32003800380036003000,Male,Service,No,2,5,7.2,0.65,235
fffe32003300370031003500,Female,Product,Yes,3,6,7,0.53,281
fffe32003900380034003800,Female,Service,Yes,3,5,4.7,0.33,351
fffe31003100300036003800,Female,Service,Yes,1,3,6.3,0.47,332
fffe3100380039003700,Female,Service,Yes,2,5,5.7,0.42,337
fffe32003600340038003600,Male,Service,Yes,3,6,7.1,0.53,326
fffe33003300390030003800,Male,Product,No,2,4,4.6,0.3,156
fffe32003600360035003200,Male,Product,Yes,1,2,4.8,0.31,110
fffe3300380039003500,Male,Product,Yes,1,4,5.4,0.38,105
fffe3900390030003100,Female,Service,No,1,2,5.8,0.43,235
fffe31003300310030003900,Male,Service,No,1,3,5,0.4,128
fffe33003300320033003800,Male,Service,Yes,2,5,6.9,0.61,248
fffe31003700310031003000,Male,Service,Yes,2,3,5.4,0.32,225
fffe32003000340033003000,Male,Product,Yes,2,3,4.1,0.31,339
fffe32003200380039003300,Female,Service,Yes,3,5,5.6,0.36,189
fffe3200330031003300,Male,Service,Yes,1,2,1.9,0.13,284
fffe31003100370031003900,Male,Service,No,4,9,NA,0.74,86
fffe3200330037003200,Male,Product,Yes,1,1,4.4,0.29,161
fffe3500310032003800,Male,Product,Yes,3,5,5.7,0.5,67
fffe31003700370036003200,Female,Product,Yes,2,3,4.4,0.29,2
fffe32003900360034003500,Male,Product,No,0,1,2.8,0.17,28
fffe3900360038003600,Female,Product,Yes,2,3,5.3,0.29,235
fffe31003400330039003300,Male,Product,No,0,1,3,0.1,114
fffe32003000360037003800,Male,Service,No,2,5,7.4,0.54,136
fffe31003900380036003100,Male,Service,No,3,NA,6.7,0.58,78
fffe3200320037003400,Female,Product,No,1,3,6,0.4,89
fffe32003300390035003000,Female,Service,Yes,3,4,6.4,0.47,339
fffe32003600320033003000,Female,Product,No,1,2,6.3,0.44,15
fffe31003100360031003600,Male,Service,No,3,7,7.9,0.62,241
fffe3700350032003600,Male,Service,No,3,4,4.9,0.44,232
fffe3400330032003700,Male,Service,Yes,3,7,7.6,0.79,8
fffe31003200330037003100,Male,Service,No,2,4,NA,0.35,265
fffe31003200310034003900,Female,Product,Yes,2,6,7.4,0.63,48
fffe33003200300036003000,Male,Service,Yes,2,2,4.5,0.29,111
fffe3100320035003100,Male,Product,No,2,5,7.3,0.54,36
fffe3800340030003200,Male,Service,Yes,4,NA,7.6,0.8,116
fffe31003300320037003000,Female,Service,No,2,5,NA,0.51,258
fffe31003200370036003000,Female,Service,Yes,3,6,NA,0.52,100
fffe3500300031003500,Male,Service,No,3,7,6.5,0.6,95
fffe32003900310032003400,Male,Service,No,4,6,6.4,0.63,11
fffe31003800340030003900,Female,Product,No,3,7,7.7,0.6,241
fffe31003400350037003700,Female,Service,Yes,2,5,4.6,0.4,195
fffe3900370037003900,Male,Product,No,4,6,7.4,0.62,138
fffe31003700370031003400,Male,Service,No,4,7,5.4,0.5,351
fffe3100340037003400,Male,Service,No,4,7,10,0.9,293
fffe3900370031003300,Female,Service,Yes,2,5,7.1,0.48,29
fffe3400360033003600,Female,Service,No,3,5,5.8,0.43,280
fffe32003600390038003800,Female,Service,Yes,2,3,4,0.34,260
fffe31003000350035003700,Female,Product,No,2,5,6.5,0.53,155
fffe32003100360033003200,Female,Service,No,5,8,8.6,0.89,326
fffe33003100300031003800,Male,Service,Yes,2,4,3.4,0.23,129
fffe31003300300034003400,Male,Product,No,2,3,3.3,0.21,31
fffe3300320030003700,Female,Service,No,2,3,3.6,0.25,118
fffe32003700300039003400,Female,Service,Yes,3,4,5.3,0.47,4
fffe31003200360030003600,Male,Service,No,3,6,6.5,0.56,172
fffe31003900300037003800,Female,Product,No,3,6,NA,0.55,182
fffe31003600370031003500,Male,Service,No,0,1,3.5,0.13,256
fffe33003200320033003300,Female,Product,Yes,3,5,6.4,0.4,299
fffe31003400370030003200,Female,Product,No,3,7,7.6,0.76,199
fffe3900380033003300,Female,Service,No,5,9,9.4,0.8,362
fffe32003600350030003500,Female,Service,Yes,1,3,6.2,0.42,196
fffe3500350032003500,Male,Product,No,3,6,8.1,0.68,216
fffe33003400390030003600,Female,Service,No,4,7,7.4,0.59,101
fffe31003500380036003600,Female,Service,No,2,6,9,0.76,328
fffe3600380031003400,Female,Service,No,2,4,5.6,0.34,185
fffe3800370039003800,Female,Service,No,3,5,7.2,0.54,0
fffe3100300036003500,Male,Service,Yes,2,5,4.8,0.31,335
fffe32003500310038003700,Male,Service,No,2,5,7.7,0.57,287
